POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_ingested_at,_source_file,_pipeline_run_id
PO000751,SUP0017,PRD0021,4551,2255.0,431.86,1965394.86,USD,,23-Feb-2024,01-Mar-2024,04 March 2024,Partially Received,CIF,Shanghai,35252.1,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000752,SUP0015,PRD0001,1737,1737.0,866.84,"$1,505,701.08",BRL,1.0665,2023-07-13,2023-07-22,2023-08-06,Fully Received,FOB,Port of LA,5949.31,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000753,SUP0016,PRD0019,2396,0.0,2434.66,5833445.36,JPY,1.2866,2023-07-08,07/26/23,,Open,DAP,Shanghai,13502.41,Priya Patel,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000754,SUP0024,PRD0015,544,0.0,1474.16,801943.04,CAD,1.2766,19/12/2024,2024-12-27,,fully received,DDP,,2513.54,Luca Ferretti,Pending,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000755, SUP0012 ,,-4397,-4397.0,2773.46,12194903.62,NOK,1.0,2022-07-19,2022/10/17,10/14/22,Fully Received,CIF,Port of NY,5642.63,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000756,SUP0010,PRD0016,4400,,2263.24,9958256.0,CAD,1.2505,2024-12-14,2025-03-08,,Cancelled,EXW,,34055.67,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000757,SUP0035,,2356,2356.0,607.36,1430940.16,BRL,1.0,07-Dec-2024,25-Dec-2024,2025-01-23,Fully Received,FOB,,18352.2,Luca Ferretti,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000758, SUP0039  ,PRD0013,3187,3187.0,"$1,750.28",5578142.36,SEK,0.8017,20-Feb-2022,2022-03-06,07 March 2022,   Fully Received  ,CIF,Port of NY,4830.66,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000759,SUP0037,PRD0015,257,257.0,2805.09,720908.13,EUR,1.2746,2023-01-11,2023-02-21,2023-03-16,Fully Received,cif,Port of LA,1049.03,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000760,SUP0027,PRD0037,3309,3309.0,1355.81,4486375.29,EUR,1.0,2024-03-13,2024-03-30,29-Mar-2024,Fully Received,cif,Shanghai,13937.2,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000761,SUP0036,PRD0008,746,746.0,1821.92,"$1,359,152.32",SEK,1.0,2022-11-21,2022-12-22,01/17/23,Fully Received,FCA,,4739.77,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000762  ,SUP0019,PRD0034,384,0.0,1097.72,421524.48,EUR,1.0,2022-09-21,09/29/22,,Open,EXW,Hamburg,2648.67,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000763,SUP0018,PRD0035,1521,1521.0,1254.66,1908337.86,CAD,1.0,02 January 2023,10 March 2023,2023-03-20,Fully Received,EXW,Shanghai,8681.61,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000764 ,SUP0006,PRD0029,4410,4410.0,892.58,3936277.8,JPY,1.0,2022-08-31,2022-11-01,2022-10-28,Fully Received,FCA,,33670.93,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000765,SUP0007,PRD0012,3163,3163.0,1909.69,6040349.47,NOK,0.8519,2024/06/19,2024-08-28,2024-09-16,Fully Received,cif,Hamburg,18907.82,,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000766,SUP0007,PRD0028,2990,2990.0,$127.90,382421.0,CAD,1.0,2024/09/28,2024-12-01,2024-12-05,Fully Received,FOB ,Port of NY,14421.34 USD,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000767,SUP0003,PRD0037,4329,4329.0,2213.28 USD,9581289.12,NOK,1.0825,08/06/2022,2022-09-05,2022-10-03,Fully Received,FOB,Hamburg,3862.53,Luca Ferretti,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000768,SUP0025,PRD0001,765,765.0,584.42,"$447,081.30",CAD,1.0,2024-01-10,02/11/24,12-Mar-2024,Fully Received,CIF,Rotterdam,3346.71,Luca Ferretti,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000769,SUP0018,PRD0014,2143,2143.0,1836.41,3935426.63,EUR,1.2552,2022-04-12,19/04/2022,14/05/2022,   Fully Received ,CIF,Rotterdam,10411.65,James Chen,Pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000770,SUP0013,PRD0038,1336,0.0,2591.39,3462097.04,SEK,1.0,2024-04-08,2024-05-28,,Open,FCA,Hamburg,4005.56,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000771,SUP0038,PRD0011,4650,4650.0,1509.07,7017175.5,USD,1.0,2022-12-28,16/02/2023,2023-02-13,Fully Received,DDP,,25280.15,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000772,SUP0003,PRD0033,954,954.0,2050.36,1956043.44,CAD,1.1325,2023-04-03,2023-05-11,2023-05-15,Fully Received,EXW,Port of LA,"$5,203.54",Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000773,SUP0022,PRD0014,-1157,0.0,365.49,422871.93,SEK,1.321,2022-08-02,09/14/22,,Open,FOB,Rotterdam,6899.43,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000774,SUP0005,PRD0005,4335,4335.0,2362.34,10240743.9,CAD,0.9085,12/12/23,2024-03-01,2024-03-29,Fully Received,FCA,Hamburg,16612.62,Anna Kowalski,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000775 ,SUP0026,PRD0035,3067,747.0,2926.91,8976832.97,JPY,1.0,2022-03-09,08/04/2022,2022-04-14,Partially Received,CIF,Yokohama,21274.59,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000776,SUP0027,PRD0040,4556,4556.0,2373.93,10815625.08,USD,1.0,2022-02-19,2022-04-27,2022-05-24,Fully Received,,Rotterdam,22509.39,Luca Ferretti,approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000777,SUP0016,PRD0031,1124,0.0,82.05,92224.2,CAD,1.0,2022-01-04,26-Feb-2022,,Cancelled,,Hamburg,879.33,James Chen,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000778,,PRD0017,763,763.0,"$2,479.93",1892186.59,NOK,1.0,06 April 2024,2024-06-11,2024-06-19,Fully Received,fob,Shanghai,5023.88,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000779,SUP0019,PRD0023,1904,344.0,2261.7,4306276.8,JPY,1.0,2023-02-28,2023-05-20,2023/05/30,Partially Received,fob,Santos,7404.13,,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000780,SUP0029,PRD0003,1854,1854.0,1476.42,2737282.68,JPY,0.9092,2023-10-19,2024-01-16,2024/02/09,Fully Received,cif,Port of NY,7522.94,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000781,SUP0025,PRD0009,3032,,1114.84,3380194.88,BRL,1.0,2023-05-29,2023-08-26,2023-09-05,Partially Received,FOB ,Vancouver,6196.52,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000782,SUP0014,PRD0001,3675,3289.0,1428.66,5250325.5,EUR,1.3217,08/12/24,2024-09-18,2024-09-18,Partially Received,cif,Port of NY,29027.87,Anna Kowalski,PENDING,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000783,SUP0037,PRD0007,902,748.0,2358.22,2127114.44,EUR,0.8974,2024-07-23,2024-09-04,2024/09/05,Partially Received,DAP,,4688.97,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000784,SUP0006,PRD0008,40,12.0,2796.02,111840.8,BRL,1.262,2024-02-19,2024-03-31,2024-03-30,Partially Received,FCA,Vancouver,301.58 USD,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000785,SUP0024,PRD0001,4142,,1165.11,4825885.62,JPY,1.0,2022-02-25,16 May 2022,2022-05-14, Partially Received ,FOB ,Shanghai,22239.29,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000786,SUP0007,PRD0010,3592,0.0,128.78,462577.76,SEK,1.2988,2024/12/06,2025-02-07,,Open,CIF,Hamburg,20579.65 USD,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000787,SUP0020,PRD0007,614,614.0,1845.84,1133345.76,SEK,1.0,22-Jan-2023,2023-04-22,07/05/2023,Fully Received,cif,Yokohama,2490.11,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000788,SUP0009,PRD0007,1058,518.0,1507.79,1595241.82,,1.3116,2024-08-24,28 September 2024,2024-09-24,Partially Received,,Port of NY,2954.14,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000789,SUP0025,PRD0037,4687,1050.0,2867.02,13437722.74,USD,0.9685,2022/07/18,30-Aug-2022,09/10/22,Partially Received,cif,Hamburg,24155.42,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000790,SUP0031,PRD0006,2314,2314.0,2835.41,6561138.74,BRL,1.0602,2024/12/30,2025-01-20,2025-02-14,Fully Received,FOB ,,18273.35,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000791,SUP0028,PRD0019,342,342.0,2001.86,684636.12,JPY,1.0091,2024-03-07,2024-03-20,2024-03-16,Fully Received,DAP,Vancouver,2115.49,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000792,SUP0036,PRD0013,587,220.0,2848.78,1672233.86,NOK,1.0,2024-01-20,03-24-2024,2024-03-31,Partially Received,FOB ,Port of NY,1988.58,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000793,SUP0001,PRD0013,3842,2983.0,2539.06,9755068.52,NOK,1.0,2024-03-09,2024-03-19,2024-03-15,Partially Received,FOB,,16108.51,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000794  ,SUP0002,PRD0034,1044,389.0,2069.83,2160902.52,SEK,1.0,2023-10-28,2024-01-16,2024-01-26,Partially Received,EXW,Hamburg,6740.22,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000795,SUP0014,PRD0004,3011,,2298.4,6920482.4,JPY,1.0,2023-01-24,2023-04-13,2023-05-05,Fully Received,CIF,Rotterdam,20071.79,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000796,SUP0003,PRD0016,2543,0.0,2759.0,7016137.0,USD,0.857,2022-11-12,2022-12-16,,Open,CIF,,5207.38,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000797,SUP0039,PRD0033,4843,0.0,1982.34,9600472.62,BRL,1.2678,2022-11-22,2023-02-02,,Cancelled,,Vancouver,"$18,869.93",Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000798,SUP0007,PRD0028,2364,0.0,"$2,447.13",5785015.32,BRL,1.0971,2022-03-09,03/16/22,,On Hold,DAP,,13220.39,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000799,SUP0012,PRD0025,3918,3918.0,1194.72,4680912.96,SEK,1.2125,2022-01-06,2022-02-23,2022-03-20,Fully Received,FCA,Vancouver,8958.32,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000800 ,SUP0003,PRD0005,1452,1452.0,"$1,306.03","$1,896,355.56",SEK,,2022-11-17,01-Dec-2022,2022-12-04,Fully Received,FOB,,5957.01,Priya Patel,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000801,SUP0030,PRD0024,1594,1594.0,676.26,1077958.44,SEK,1.0,2024/08/09,10-21-2024,2024-10-31,Fully Received,,,4841.73,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000802 ,,PRD0037,2212,2212.0,846.31,1872037.72,NOK,,2022-01-29,2022-02-06,2022-02-25,Fully Received,EXW,Hamburg,12547.01,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000803,SUP0017,PRD0026,321,0.0,760.71,244187.91,,1.0827,05 July 2023,07-23-2023,,Open,DAP,Port of NY,2434.48,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000804,SUP0007,PRD0009,4100,,2023.24,8295284.0,NOK,1.0,2022-07-20,2022-09-03,05 September 2022,  Partially Received  ,CIF,,21530.25,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000805,SUP0005,PRD0037,1092,1092.0,504.21,550597.32,CAD,1.0499,16 July 2023,2023-09-11,2023-09-26,Fully Received,EXW,Yokohama,1356.06 USD,,Rejected,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000806,,PRD0002,1393,1393.0,387.58,539898.94,EUR,1.3032,17-Jul-2024,09-30-2024,2024-10-27,Fully Received,EXW,Santos,7317.1,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000807, SUP0018  ,PRD0030,1675,0.0,1788.52,2995771.0,NOK,1.0791,2022-06-04,2022-08-18,,Open,FOB,Rotterdam,5595.19,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000808,SUP0039,PRD0010,2415,1882.0,1863.85,4501197.75,USD,1.2402,2023-07-29,21-Oct-2023,2023-10-24,Partially Received,EXW,Port of NY,2374.41,Priya Patel,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000809,SUP0033,PRD0024,486,486.0,1307.71,635547.06,SEK,1.0,2023-01-24,2023-04-01,2023-04-05,Fully Received,CIF,Port of NY,2317.51,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000810,SUP0027,PRD0036,858,138.0,290.76 USD,249472.08,NOK,1.0,2023-07-21,08-22-2023,2023/08/21,Partially Received,FOB ,Santos,2781.59,Luca Ferretti,Rejected,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000811  ,SUP0015,PRD0033,2725,2725.0,186.46,508103.5,NOK,0.7804,08-29-2024,28/10/2024,2024-11-20,Fully Received,cif,,12168.03,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000812,  SUP0001  ,PRD0035,4127,1955.0,916.87,3783922.49,SEK,1.0154,2023-05-24,2023-08-02,2023-08-13,Partially Received,EXW,Rotterdam,26589.63,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000813,SUP0037,PRD0018,3361,0.0,1500.37,"$5,042,743.57",NOK,1.3158,2024/06/29,2024-08-19,,Open,,Port of LA,4155.12,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000814,SUP0036,PRD0010,1470,1470.0,951.38,1398528.6,SEK,0.844,2022-09-15,11/03/22,2022-11-10,Fully Received,cif,Santos,1468.47,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000815,SUP0006,PRD0002,3137,3137.0,"$1,781.61",5588910.57,EUR,1.2985,23-Feb-2022,2022-05-01,24-May-2022,Fully Received,,Port of LA,21495.66,Anna Kowalski,APPROVED,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000816,SUP0022,PRD0028,276,0.0,232.08,64054.08,CAD,1.0,2024-01-29,2024-02-06,,Open,fob,Shanghai,828.49,Maria Santos,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000817,SUP0038,PRD0003,2268,2268.0,1046.75,2374029.0,USD,1.0,30-Mar-2022,2022-06-09,2022-06-16,Fully Received,fob,Rotterdam,1857.53,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000818  ,SUP0019,PRD0010,762,762.0,1310.98,998966.76,USD,1.0464,2022-02-23,2022-03-18,2022-03-31,Fully Received,FOB ,Vancouver,2498.39,David Park,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000819,SUP0024,PRD0036,2073,0.0,2679.42,5554437.66,NOK,1.0,2023-09-23,2023-11-12,,Open,cif,,13220.83,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000820,SUP0013,PRD0011,3330,0.0,2553.53,8503254.9,SEK,1.0256,22-Feb-2024,2024-04-20,,Cancelled,EXW,Port of LA,23659.15,James Chen,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000821,SUP0008,PRD0001,1229,1229.0,2871.71,3529331.59,JPY,1.0,2024-07-06,2024-07-28,07/27/24,Fully Received,cif,,7479.59,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000822,SUP0004,PRD0039,3443,0.0,698.14,"$2,403,696.02",JPY,1.0,2022-12-13,2023-03-12,,Fullyreceived,DAP,Port of NY,8289.46,,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000823,SUP0035,PRD0002,337,87.0,260.86,87909.82,USD,1.3295,01-16-2022,2022-01-23,2022-02-07,   Partially Received  ,EXW,Port of NY,1006.41,Anna Kowalski,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000824,SUP0020,PRD0004,3183,0.0,2888.54,9194222.82,JPY,0.9277,2024-07-25,2024-09-25,,Open,EXW,Shanghai,2776.69,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000825,SUP0037,PRD0035,3002,3002.0,354.7,1064809.4,EUR,1.0,2022-03-07,2022-03-16,09-Apr-2022,Fully Received,FOB ,Port of LA,2456.96,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000826,SUP0039,PRD0021,1590,1222.0,2890.63,4596101.7,USD,1.121,09/29/24,2024-10-29,30-Oct-2024,Partially Received,DDP,Hamburg,8787.74,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000827,SUP0030,PRD0017,3100,0.0,2405.72,7457732.0,EUR,1.0,08-Dec-2024,02/15/25,,Open,EXW,Hamburg,18676.33,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000828,SUP0024,PRD0005,2687,0.0,791.14,2125793.18,SEK,1.0,2024-06-06,2024-06-18,,partially received,CIF,Hamburg,8060.51,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000829,SUP0034,PRD0003,3983,0.0,231.58,922383.14,NOK,1.1715,2022-06-12,2022-07-26,,Open,DDP,Yokohama,25026.81,Priya Patel,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000830,SUP0007,PRD0004,559,559.0,186.88,104465.92,JPY,1.0,06-30-2022,2022-07-29,08-12-2022,Fully Received,fob,Santos,3589.06,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000831,SUP0035,PRD0023,606,606.0,1504.31,911611.86,SEK,1.0,2023-06-26,24 July 2023,08/03/23,Fully Received,CIF,,797.46,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000832,SUP0033,PRD0017,1002,1002.0,1870.85,1874591.7,CAD,1.0,2024/02/23,2024-03-25,04-01-2024,Fully Received,EXW,Santos,6721.43,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000833  ,SUP0001,PRD0018,1152,1152.0,2520.0,2903040.0,USD,,07/18/22,2022-08-03,2022-07-14,Fully Received,cif,Port of LA,1340.39,James Chen,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000834,SUP0022,PRD0027,2711,0.0,1574.98,"$4,269,770.78",USD,1.0,2022-07-19,14-Sep-2022,,Open,DAP,Yokohama,14120.07,Robert Kleinman,REJECTED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000835,SUP0037,PRD0023,3875,0.0,94.81,"$367,388.75",USD,0.9324,2022/06/04,06/27/22,,Cancelled,FOB,Yokohama,14234.85,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000836,SUP0039,PRD0003,3909,3909.0,1694.57,6624074.13,SEK,1.2064,2024-07-12,2024-08-16,2024-08-28,Fully Received,FCA,Rotterdam,"$21,012.73",James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000837,SUP0030,PRD0011,4664,4664.0,601.77,2806655.28,NOK,1.166,2022-04-12,2022-06-30,2022-07-05,Fully Received,FCA,Rotterdam,27398.94,David Park,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000838,SUP0009,PRD0016,113,0.0,2706.69,305855.97,SEK,0.9654,2024-06-01,2024-07-04,,Open,EXW,Port of LA,$494.67,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000839,SUP0027,PRD0033,-3997,-3997.0,2332.53,9323122.41,USD,1.0,2022-07-11,2022-08-04,2022-08-18,Fully Received,DAP,Hamburg,"$21,814.94",Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000840,SUP0021,PRD0030,4722,2478.0,280.59,1324945.98,EUR,1.0,2022-05-06,2022-06-16,06-28-2022,Partially Received,FOB,Hamburg,11780.87,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000841,SUP0006,PRD0012,1170,1170.0,181.81,212717.7,SEK,0.806,2022-02-27,2022-04-01,2022-04-05,Fully Received,FCA,Vancouver,3869.93,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000842,SUP0012,PRD0009,708,518.0,150.24,106369.92,JPY,1.0,05-24-2024,2024-07-07,07-21-2024,Partially Received,EXW,Rotterdam,817.53,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000843,SUP0030,PRD0035,2715,2715.0,1795.41,4874538.15,SEK,1.0,2022-12-20,2023-02-27,03-21-2023,Fully Received,FCA,Yokohama,13668.6,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000844,SUP0011,PRD0039,4195,2205.0,1536.98,"$6,447,631.10",SEK,1.0674,2022-12-23,02-17-2023,2023-02-12,Partially Received,FOB,Port of LA,6684.63,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000845, SUP0015 ,PRD0040,3687,1040.0,2480.39 USD,9145197.93,JPY,1.0,2022-10-10,2022/12/24,2022-12-26,Partially Received,EXW,Yokohama,2411.57,Luca Ferretti,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000846,SUP0026,PRD0021,3150,0.0,2974.1,9368415.0,NOK,1.0507,2023-01-19,2023-03-05,,Open,DAP,Rotterdam,22527.27,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000847,SUP0010,PRD0005,4868,0.0,363.59,1769956.12,CAD,1.0,09-Mar-2023,2023-04-13,,Open,CIF,Rotterdam,32997.1,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000848,SUP0009,PRD0017,745,745.0,1547.25,1152701.25,EUR,1.0698,2022/01/29,2022-03-21,2022-04-12,Fully Received,DDP,Vancouver,"$4,583.72",Robert Kleinman,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000849  ,SUP0030,PRD0036,2058,2058.0,2377.12,4892112.96,USD,1.0,05/02/2023,06-May-2023,2023/05/20,Fully Received,fob,Rotterdam,3383.94 USD,Luca Ferretti,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000850,SUP0001,PRD0038,2965,2965.0,273.87,812024.55,SEK,0.9863,2024-11-11,2024-12-06,2025-01-03,Fully Received,FOB ,Vancouver,9143.72,James Chen,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
