POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_silver_transformed_at,actual_lead_time_days,expected_lead_time_days,is_late_delivery,receipt_rate
PO000721,SUP0026,PRD0001,4563.0,4563.0,2510.15,11453814.45,SEK,1.0,2022-05-30,2022-08-21,2022-08-17,Fully Received,CIF,Rotterdam,18126.12,James Chen,Approved,,2026-06-24 00:14:16.766567,79.0,83.0,0.0,1.0
PO000722,SUP0018,PRD0038,545.0,545.0,2272.27,1238387.15,USD,1.1733,2024-10-14,2025-01-12,2025-01-18,Fully Received,FOB,<Na>,4099.92,David Park,Approved,,2026-06-24 00:14:16.766567,96.0,90.0,1.0,1.0
PO000723,SUP0025,PRD0010,-2270.0,-2015.0,1966.62,4464227.4,NOK,0.8754,2022-05-21,2022-08-15,2022-08-14,Partially Received,CIF,<Na>,8541.99,David Park,Approved,,2026-06-24 00:14:16.766567,85.0,86.0,0.0,
PO000724,SUP0003,PRD0004,4365.0,4365.0,2863.13,12497562.45,NOK,1.0,2023-05-19,,2023-07-11,Partially Received,FOB,Santos,,David Park,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,53.0,,0.0,1.0
PO000725,SUP0034,PRD0011,1556.0,0.0,2732.36,4251552.16,JPY,,2023-11-06,2024-01-02,,Open,<NA>,<Na>,830.83,Maria Santos,Approved,TBD,2026-06-24 00:14:16.766567,,57.0,,0.0
PO000726,SUP0001,PRD0028,1966.0,1966.0,2346.98,4614162.68,JPY,1.0,2022-09-14,2022-10-07,2022-10-22,Fully Received,EXW,Santos,15020.19,Priya Patel,Pending,TBD,2026-06-24 00:14:16.766567,38.0,23.0,1.0,1.0
PO000727,SUP0035,PRD0001,1531.0,0.0,329.47,504418.57,NOK,1.0859,2023-04-10,2023-05-14,,Open,CIF,Yokohama,3467.21,,Approved,,2026-06-24 00:14:16.766567,,34.0,,0.0
PO000728,SUP0006,PRD0027,2685.0,2685.0,1904.13,5112589.05,JPY,,2023-01-13,2023-03-03,2023-01-12,Fully Received,FOB,Santos,9149.61,David Park,Approved,,2026-06-24 00:14:16.766567,-1.0,49.0,0.0,1.0
PO000729,SUP0039,PRD0006,2300.0,2300.0,2479.41,5702643.0,EUR,1.0,2022-10-22,2022-12-10,2022-12-17,Fully Received,EXW,Yokohama,16315.13,James Chen,Approved,,2026-06-24 00:14:16.766567,56.0,49.0,1.0,1.0
PO000730,SUP0003,PRD0011,274.0,104.0,1586.32,434651.68,BRL,1.0965,2022-08-28,2022-09-25,2022-10-04,Partially Received,FCA,Santos,344.09,James Chen,Rejected,,2026-06-24 00:14:16.766567,37.0,28.0,1.0,0.3796
PO000731,SUP0040,PRD0036,2175.0,0.0,,2003262.0,USD,1.0,2022-11-09,2023-01-29,,Open,DDP,Santos,11701.05,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,81.0,,0.0
PO000732,SUP0023,PRD0005,3272.0,0.0,2141.99,7008591.28,CAD,1.2853,2023-10-02,2023-11-16,,Open,FOB,Port Of La,25119.98,David Park,Pending,,2026-06-24 00:14:16.766567,,45.0,,0.0
PO000735,SUP0020,PRD0034,1495.0,1495.0,1508.32,2254938.4,NOK,1.2888,2024-05-08,2024-05-27,2024-06-24,Fully Received,FOB,Rotterdam,11006.87,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,47.0,19.0,1.0,1.0
PO000736,SUP0017,PRD0019,540.0,540.0,,942921.0,EUR,0.7976,2024-12-06,2025-01-23,2025-02-06,Fully Received,DAP,Hamburg,457.8,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,62.0,48.0,1.0,1.0
PO000737,SUP0027,PRD0028,3775.0,0.0,1919.2,7244980.0,JPY,1.223,2024-09-23,2024-10-21,,Open,FOB,Port Of Ny,14303.78,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,28.0,,0.0
PO000738,SUP0039,PRD0026,1284.0,251.0,2131.16,2736409.44,SEK,0.853,2023-10-21,2023-11-17,2023-11-25,Partially Received,FOB,Port Of Ny,707.47,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,35.0,27.0,1.0,0.1955
PO000739,SUP0004,PRD0021,4351.0,4351.0,604.18,2628787.18,SEK,1.0,2023-05-09,2023-08-03,2023-07-31,Fully Received,CIF,<Na>,21571.43,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,83.0,86.0,0.0,1.0
PO000740,SUP0023,PRD0017,2665.0,1214.0,1849.22,4928171.3,BRL,1.0,2024-12-12,2025-01-25,2025-01-31,Partially Received,FCA,Shanghai,19117.19,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,50.0,44.0,1.0,0.4555
PO000741,SUP0026,PRD0009,4589.0,0.0,2009.12,9219851.68,NOK,1.3125,2024-04-07,2024-06-05,,Open,FOB,Hamburg,33719.43,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,59.0,,0.0
PO000742,SUP0022,PRD0039,3257.0,3257.0,1444.42,4704475.94,EUR,1.2668,2023-10-04,2023-11-04,2023-11-07,Fully Received,FOB,Yokohama,10780.03,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,34.0,31.0,1.0,1.0
PO000743,SUP0021,PRD0028,4561.0,983.0,574.05,2618242.05,BRL,1.0,,2022-09-22,2022-09-27,Partially Received,FOB,<Na>,21163.42,Priya Patel,Rejected,,2026-06-24 00:14:16.766567,,,1.0,0.2155
PO000744,SUP0028,PRD0010,2137.0,0.0,2646.78,5656168.86,BRL,1.0842,2024-12-12,2025-02-19,,Cancelled,FOB,Yokohama,,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,69.0,,0.0
PO000745,SUP0024,PRD0013,124.0,124.0,2507.02,310870.48,CAD,1.2938,,2024-11-30,2024-12-14,Fully Received,FOB,Shanghai,175.43,David Park,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000746,SUP0005,PRD0023,1973.0,1973.0,1704.16,3362307.68,BRL,,2024-02-13,2024-04-30,2024-05-09,Fully Received,EXW,Shanghai,9382.51,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,86.0,77.0,1.0,1.0
PO000747,SUP0011,PRD0009,594.0,594.0,2143.3,1273120.2,USD,1.0,2022-01-18,2022-02-19,2022-02-19,Fully Received,EXW,Vancouver,2820.81,Priya Patel,Approved,,2026-06-24 00:14:16.766567,32.0,32.0,0.0,1.0
PO000748,SUP0013,PRD0035,4461.0,4461.0,,6854951.04,SEK,1.2549,2024-03-03,2024-03-10,2024-04-04,Fully Received,EXW,Yokohama,19962.03,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,32.0,7.0,1.0,1.0
PO000749,SUP0016,PRD0022,372.0,372.0,2344.8,,JPY,1.0,2022-06-19,2022-07-01,2022-07-08,Fully Received,CIF,<Na>,271.46,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,19.0,12.0,1.0,1.0
PO000750,SUP0032,PRD0028,749.0,749.0,1726.96,1293493.04,NOK,1.0,2022-12-30,2023-01-20,2023-02-04,Fully Received,DDP,Santos,3703.04,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,36.0,21.0,1.0,1.0
PO000751,SUP0017,PRD0021,4551.0,2255.0,431.86,1965394.86,USD,,2024-02-23,2024-03-01,2024-03-04,Partially Received,CIF,Shanghai,35252.1,Maria Santos,Approved,,2026-06-24 00:14:16.766567,10.0,7.0,1.0,0.4955
PO000752,SUP0015,PRD0001,1737.0,1737.0,866.84,,BRL,1.0665,2023-07-13,2023-07-22,2023-08-06,Fully Received,FOB,Port Of La,5949.31,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,24.0,9.0,1.0,1.0
PO000753,SUP0016,PRD0019,2396.0,0.0,2434.66,5833445.36,JPY,1.2866,2023-07-08,2023-07-26,,Open,DAP,Shanghai,13502.41,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,18.0,,0.0
PO000754,SUP0024,PRD0015,544.0,0.0,1474.16,801943.04,CAD,1.2766,,2024-12-27,,Fully Received,DDP,<Na>,2513.54,Luca Ferretti,Pending,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,,0.0
PO000756,SUP0010,PRD0016,4400.0,,2263.24,9958256.0,CAD,1.2505,2024-12-14,2025-03-08,,Cancelled,EXW,<Na>,34055.67,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,84.0,,
PO000758,SUP0039,PRD0013,3187.0,3187.0,,5578142.36,SEK,0.8017,2022-02-20,2022-03-06,2022-03-07,Fully Received,CIF,Port Of Ny,4830.66,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,15.0,14.0,1.0,1.0
PO000759,SUP0037,PRD0015,257.0,257.0,2805.09,720908.13,EUR,1.2746,2023-01-11,2023-02-21,2023-03-16,Fully Received,CIF,Port Of La,1049.03,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,64.0,41.0,1.0,1.0
PO000760,SUP0027,PRD0037,3309.0,3309.0,1355.81,4486375.29,EUR,1.0,2024-03-13,2024-03-30,2024-03-29,Fully Received,CIF,Shanghai,13937.2,David Park,Approved,,2026-06-24 00:14:16.766567,16.0,17.0,0.0,1.0
PO000761,SUP0036,PRD0008,746.0,746.0,1821.92,,SEK,1.0,2022-11-21,2022-12-22,2023-01-17,Fully Received,FCA,<Na>,4739.77,Priya Patel,Approved,,2026-06-24 00:14:16.766567,57.0,31.0,1.0,1.0
PO000762,SUP0019,PRD0034,384.0,0.0,1097.72,421524.48,EUR,1.0,2022-09-21,2022-09-29,,Open,EXW,Hamburg,2648.67,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,8.0,,0.0
PO000763,SUP0018,PRD0035,1521.0,1521.0,1254.66,1908337.86,CAD,1.0,2023-01-02,2023-03-10,2023-03-20,Fully Received,EXW,Shanghai,8681.61,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,77.0,67.0,1.0,1.0
PO000764,SUP0006,PRD0029,4410.0,4410.0,892.58,3936277.8,JPY,1.0,2022-08-31,2022-11-01,2022-10-28,Fully Received,FCA,<Na>,33670.93,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,58.0,62.0,0.0,1.0
PO000765,SUP0007,PRD0012,3163.0,3163.0,1909.69,6040349.47,NOK,0.8519,,2024-08-28,2024-09-16,Fully Received,CIF,Hamburg,18907.82,,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000766,SUP0007,PRD0028,2990.0,2990.0,,382421.0,CAD,1.0,,2024-12-01,2024-12-05,Fully Received,FOB,Port Of Ny,,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000767,SUP0003,PRD0037,4329.0,4329.0,,9581289.12,NOK,1.0825,2022-08-06,2022-09-05,2022-10-03,Fully Received,FOB,Hamburg,3862.53,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,58.0,30.0,1.0,1.0
PO000768,SUP0025,PRD0001,765.0,765.0,584.42,,CAD,1.0,2024-01-10,2024-02-11,2024-03-12,Fully Received,CIF,Rotterdam,3346.71,Luca Ferretti,Rejected,,2026-06-24 00:14:16.766567,62.0,32.0,1.0,1.0
PO000769,SUP0018,PRD0014,2143.0,2143.0,1836.41,3935426.63,EUR,1.2552,2022-04-12,,2022-05-14,Fully Received,CIF,Rotterdam,10411.65,James Chen,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,32.0,,0.0,1.0
PO000770,SUP0013,PRD0038,1336.0,0.0,2591.39,3462097.04,SEK,1.0,2024-04-08,2024-05-28,,Open,FCA,Hamburg,4005.56,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,50.0,,0.0
PO000771,SUP0038,PRD0011,4650.0,4650.0,1509.07,7017175.5,USD,1.0,2022-12-28,,2023-02-13,Fully Received,DDP,<Na>,25280.15,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,47.0,,0.0,1.0
PO000772,SUP0003,PRD0033,954.0,954.0,2050.36,1956043.44,CAD,1.1325,2023-04-03,2023-05-11,2023-05-15,Fully Received,EXW,Port Of La,,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,42.0,38.0,1.0,1.0
PO000773,SUP0022,PRD0014,-1157.0,0.0,365.49,422871.93,SEK,1.321,2022-08-02,2022-09-14,,Open,FOB,Rotterdam,6899.43,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,43.0,,
PO000774,SUP0005,PRD0005,4335.0,4335.0,2362.34,10240743.9,CAD,0.9085,2023-12-12,2024-03-01,2024-03-29,Fully Received,FCA,Hamburg,16612.62,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,108.0,80.0,1.0,1.0
PO000775,SUP0026,PRD0035,3067.0,747.0,2926.91,8976832.97,JPY,1.0,2022-03-09,2022-08-04,2022-04-14,Partially Received,CIF,Yokohama,21274.59,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,36.0,148.0,0.0,0.2436
PO000776,SUP0027,PRD0040,4556.0,4556.0,2373.93,10815625.08,USD,1.0,2022-02-19,2022-04-27,2022-05-24,Fully Received,<NA>,Rotterdam,22509.39,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,94.0,67.0,1.0,1.0
PO000777,SUP0016,PRD0031,1124.0,0.0,82.05,92224.2,CAD,1.0,2022-01-04,2022-02-26,,Cancelled,<NA>,Hamburg,879.33,James Chen,Approved,,2026-06-24 00:14:16.766567,,53.0,,0.0
PO000779,SUP0019,PRD0023,1904.0,344.0,2261.7,4306276.8,JPY,1.0,2023-02-28,2023-05-20,2023-05-30,Partially Received,FOB,Santos,7404.13,,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,91.0,81.0,1.0,0.1807
PO000780,SUP0029,PRD0003,1854.0,1854.0,1476.42,2737282.68,JPY,0.9092,2023-10-19,2024-01-16,2024-02-09,Fully Received,CIF,Port Of Ny,7522.94,Maria Santos,Approved,,2026-06-24 00:14:16.766567,113.0,89.0,1.0,1.0
PO000781,SUP0025,PRD0009,3032.0,,1114.84,3380194.88,BRL,1.0,2023-05-29,2023-08-26,2023-09-05,Partially Received,FOB,Vancouver,6196.52,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,99.0,89.0,1.0,
PO000782,SUP0014,PRD0001,3675.0,3289.0,1428.66,5250325.5,EUR,1.3217,2024-08-12,2024-09-18,2024-09-18,Partially Received,CIF,Port Of Ny,29027.87,Anna Kowalski,Pending,,2026-06-24 00:14:16.766567,37.0,37.0,0.0,0.895
PO000783,SUP0037,PRD0007,902.0,748.0,2358.22,2127114.44,EUR,0.8974,2024-07-23,2024-09-04,2024-09-05,Partially Received,DAP,<Na>,4688.97,James Chen,Approved,,2026-06-24 00:14:16.766567,44.0,43.0,1.0,0.8293
PO000784,SUP0006,PRD0008,40.0,12.0,2796.02,111840.8,BRL,1.262,2024-02-19,2024-03-31,2024-03-30,Partially Received,FCA,Vancouver,,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,40.0,41.0,0.0,0.3
PO000785,SUP0024,PRD0001,4142.0,,1165.11,4825885.62,JPY,1.0,2022-02-25,2022-05-16,2022-05-14,Partially Received,FOB,Shanghai,22239.29,David Park,Approved,,2026-06-24 00:14:16.766567,78.0,80.0,0.0,
PO000786,SUP0007,PRD0010,3592.0,0.0,128.78,462577.76,SEK,1.2988,,2025-02-07,,Open,CIF,Hamburg,,David Park,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000787,SUP0020,PRD0007,614.0,614.0,1845.84,1133345.76,SEK,1.0,2023-01-22,2023-04-22,2023-07-05,Fully Received,CIF,Yokohama,2490.11,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,164.0,90.0,1.0,1.0
PO000788,SUP0009,PRD0007,1058.0,518.0,1507.79,1595241.82,<NA>,1.3116,2024-08-24,2024-09-28,2024-09-24,Partially Received,<NA>,Port Of Ny,2954.14,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,31.0,35.0,0.0,0.4896
PO000789,SUP0025,PRD0037,4687.0,1050.0,2867.02,13437722.74,USD,0.9685,,2022-08-30,2022-09-10,Partially Received,CIF,Hamburg,24155.42,,Approved,,2026-06-24 00:14:16.766567,,,1.0,0.224
PO000790,SUP0031,PRD0006,2314.0,2314.0,2835.41,6561138.74,BRL,1.0602,,2025-01-20,2025-02-14,Fully Received,FOB,<Na>,18273.35,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000791,SUP0028,PRD0019,342.0,342.0,2001.86,684636.12,JPY,1.0091,2024-03-07,2024-03-20,2024-03-16,Fully Received,DAP,Vancouver,2115.49,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,9.0,13.0,0.0,1.0
PO000792,SUP0036,PRD0013,587.0,220.0,2848.78,1672233.86,NOK,1.0,2024-01-20,2024-03-24,2024-03-31,Partially Received,FOB,Port Of Ny,1988.58,,Approved,,2026-06-24 00:14:16.766567,71.0,64.0,1.0,0.3748
PO000793,SUP0001,PRD0013,3842.0,2983.0,2539.06,9755068.52,NOK,1.0,2024-03-09,2024-03-19,2024-03-15,Partially Received,FOB,<Na>,16108.51,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,6.0,10.0,0.0,0.7764
PO000794,SUP0002,PRD0034,1044.0,389.0,2069.83,2160902.52,SEK,1.0,2023-10-28,2024-01-16,2024-01-26,Partially Received,EXW,Hamburg,6740.22,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,90.0,80.0,1.0,0.3726
PO000795,SUP0014,PRD0004,3011.0,,2298.4,6920482.4,JPY,1.0,2023-01-24,2023-04-13,2023-05-05,Fully Received,CIF,Rotterdam,20071.79,Priya Patel,Approved,,2026-06-24 00:14:16.766567,101.0,79.0,1.0,
PO000796,SUP0003,PRD0016,2543.0,0.0,2759.0,7016137.0,USD,0.857,2022-11-12,2022-12-16,,Open,CIF,<Na>,5207.38,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,34.0,,0.0
PO000797,SUP0039,PRD0033,4843.0,0.0,1982.34,9600472.62,BRL,1.2678,2022-11-22,2023-02-02,,Cancelled,<NA>,Vancouver,,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,72.0,,0.0
PO000798,SUP0007,PRD0028,2364.0,0.0,,5785015.32,BRL,1.0971,2022-03-09,2022-03-16,,On Hold,DAP,<Na>,13220.39,,Approved,,2026-06-24 00:14:16.766567,,7.0,,0.0
PO000799,SUP0012,PRD0025,3918.0,3918.0,1194.72,4680912.96,SEK,1.2125,2022-01-06,2022-02-23,2022-03-20,Fully Received,FCA,Vancouver,8958.32,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,73.0,48.0,1.0,1.0
PO000800,SUP0003,PRD0005,1452.0,1452.0,,,SEK,,2022-11-17,2022-12-01,2022-12-04,Fully Received,FOB,<Na>,5957.01,Priya Patel,Approved,TBD,2026-06-24 00:14:16.766567,17.0,14.0,1.0,1.0
PO000801,SUP0030,PRD0024,1594.0,1594.0,676.26,1077958.44,SEK,1.0,,2024-10-21,2024-10-31,Fully Received,<NA>,<Na>,4841.73,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000803,SUP0017,PRD0026,321.0,0.0,760.71,244187.91,<NA>,1.0827,2023-07-05,2023-07-23,,Open,DAP,Port Of Ny,2434.48,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,18.0,,0.0
PO000804,SUP0007,PRD0009,4100.0,,2023.24,8295284.0,NOK,1.0,2022-07-20,2022-09-03,2022-09-05,Partially Received,CIF,<Na>,21530.25,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,47.0,45.0,1.0,
PO000805,SUP0005,PRD0037,1092.0,1092.0,504.21,550597.32,CAD,1.0499,2023-07-16,2023-09-11,2023-09-26,Fully Received,EXW,Yokohama,,,Rejected,Expedited shipping requested,2026-06-24 00:14:16.766567,72.0,57.0,1.0,1.0
PO000807,SUP0018,PRD0030,1675.0,0.0,1788.52,2995771.0,NOK,1.0791,2022-06-04,2022-08-18,,Open,FOB,Rotterdam,5595.19,James Chen,Approved,,2026-06-24 00:14:16.766567,,75.0,,0.0
PO000808,SUP0039,PRD0010,2415.0,1882.0,1863.85,4501197.75,USD,1.2402,2023-07-29,2023-10-21,2023-10-24,Partially Received,EXW,Port Of Ny,2374.41,Priya Patel,Approved,,2026-06-24 00:14:16.766567,87.0,84.0,1.0,0.7793
PO000809,SUP0033,PRD0024,486.0,486.0,1307.71,635547.06,SEK,1.0,2023-01-24,2023-04-01,2023-04-05,Fully Received,CIF,Port Of Ny,2317.51,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,71.0,67.0,1.0,1.0
PO000810,SUP0027,PRD0036,858.0,138.0,,249472.08,NOK,1.0,2023-07-21,2023-08-22,2023-08-21,Partially Received,FOB,Santos,2781.59,Luca Ferretti,Rejected,Force majeure clause active,2026-06-24 00:14:16.766567,31.0,32.0,0.0,0.1608
PO000811,SUP0015,PRD0033,2725.0,2725.0,186.46,508103.5,NOK,0.7804,2024-08-29,,2024-11-20,Fully Received,CIF,<Na>,12168.03,Robert Kleinman,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,83.0,,0.0,1.0
PO000812,SUP0001,PRD0035,4127.0,1955.0,916.87,3783922.49,SEK,1.0154,2023-05-24,2023-08-02,2023-08-13,Partially Received,EXW,Rotterdam,26589.63,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,81.0,70.0,1.0,0.4737
PO000813,SUP0037,PRD0018,3361.0,0.0,1500.37,,NOK,1.3158,,2024-08-19,,Open,<NA>,Port Of La,4155.12,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000814,SUP0036,PRD0010,1470.0,1470.0,951.38,1398528.6,SEK,0.844,2022-09-15,2022-11-03,2022-11-10,Fully Received,CIF,Santos,1468.47,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,56.0,49.0,1.0,1.0
PO000815,SUP0006,PRD0002,3137.0,3137.0,,5588910.57,EUR,1.2985,2022-02-23,2022-05-01,2022-05-24,Fully Received,<NA>,Port Of La,21495.66,Anna Kowalski,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,90.0,67.0,1.0,1.0
PO000816,SUP0022,PRD0028,276.0,0.0,232.08,64054.08,CAD,1.0,2024-01-29,2024-02-06,,Open,FOB,Shanghai,828.49,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,8.0,,0.0
PO000817,SUP0038,PRD0003,2268.0,2268.0,1046.75,2374029.0,USD,1.0,2022-03-30,2022-06-09,2022-06-16,Fully Received,FOB,Rotterdam,1857.53,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,78.0,71.0,1.0,1.0
PO000818,SUP0019,PRD0010,762.0,762.0,1310.98,998966.76,USD,1.0464,2022-02-23,2022-03-18,2022-03-31,Fully Received,FOB,Vancouver,2498.39,David Park,Pending,,2026-06-24 00:14:16.766567,36.0,23.0,1.0,1.0
PO000819,SUP0024,PRD0036,2073.0,0.0,2679.42,5554437.66,NOK,1.0,2023-09-23,2023-11-12,,Open,CIF,<Na>,13220.83,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,50.0,,0.0
PO000820,SUP0013,PRD0011,3330.0,0.0,2553.53,8503254.9,SEK,1.0256,2024-02-22,2024-04-20,,Cancelled,EXW,Port Of La,23659.15,James Chen,Approved,,2026-06-24 00:14:16.766567,,58.0,,0.0
PO000821,SUP0008,PRD0001,1229.0,1229.0,2871.71,3529331.59,JPY,1.0,2024-07-06,2024-07-28,2024-07-27,Fully Received,CIF,<Na>,7479.59,James Chen,Approved,,2026-06-24 00:14:16.766567,21.0,22.0,0.0,1.0
PO000822,SUP0004,PRD0039,3443.0,0.0,698.14,,JPY,1.0,2022-12-13,2023-03-12,,Fully Received,DAP,Port Of Ny,8289.46,,Approved,TBD,2026-06-24 00:14:16.766567,,89.0,,0.0
PO000823,SUP0035,PRD0002,337.0,87.0,260.86,87909.82,USD,1.3295,2022-01-16,2022-01-23,2022-02-07,Partially Received,EXW,Port Of Ny,1006.41,Anna Kowalski,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,22.0,7.0,1.0,0.2582
PO000824,SUP0020,PRD0004,3183.0,0.0,2888.54,9194222.82,JPY,0.9277,2024-07-25,2024-09-25,,Open,EXW,Shanghai,2776.69,David Park,Approved,,2026-06-24 00:14:16.766567,,62.0,,0.0
PO000825,SUP0037,PRD0035,3002.0,3002.0,354.7,1064809.4,EUR,1.0,2022-03-07,2022-03-16,2022-04-09,Fully Received,FOB,Port Of La,2456.96,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,33.0,9.0,1.0,1.0
PO000826,SUP0039,PRD0021,1590.0,1222.0,2890.63,4596101.7,USD,1.121,2024-09-29,2024-10-29,2024-10-30,Partially Received,DDP,Hamburg,8787.74,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,31.0,30.0,1.0,0.7686
PO000827,SUP0030,PRD0017,3100.0,0.0,2405.72,7457732.0,EUR,1.0,2024-12-08,2025-02-15,,Open,EXW,Hamburg,18676.33,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,69.0,,0.0
PO000828,SUP0024,PRD0005,2687.0,0.0,791.14,2125793.18,SEK,1.0,2024-06-06,2024-06-18,,Partially Received,CIF,Hamburg,8060.51,James Chen,Approved,,2026-06-24 00:14:16.766567,,12.0,,0.0
PO000829,SUP0034,PRD0003,3983.0,0.0,231.58,922383.14,NOK,1.1715,2022-06-12,2022-07-26,,Open,DDP,Yokohama,25026.81,Priya Patel,Rejected,,2026-06-24 00:14:16.766567,,44.0,,0.0
PO000830,SUP0007,PRD0004,559.0,559.0,186.88,104465.92,JPY,1.0,2022-06-30,2022-07-29,2022-08-12,Fully Received,FOB,Santos,3589.06,James Chen,Approved,,2026-06-24 00:14:16.766567,43.0,29.0,1.0,1.0
PO000831,SUP0035,PRD0023,606.0,606.0,1504.31,911611.86,SEK,1.0,2023-06-26,2023-07-24,2023-08-03,Fully Received,CIF,<Na>,797.46,David Park,Approved,,2026-06-24 00:14:16.766567,38.0,28.0,1.0,1.0
PO000832,SUP0033,PRD0017,1002.0,1002.0,1870.85,1874591.7,CAD,1.0,,2024-03-25,2024-04-01,Fully Received,EXW,Santos,6721.43,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000833,SUP0001,PRD0018,1152.0,1152.0,2520.0,2903040.0,USD,,2022-07-18,2022-08-03,2022-07-14,Fully Received,CIF,Port Of La,1340.39,James Chen,Approved,TBD,2026-06-24 00:14:16.766567,-4.0,16.0,0.0,1.0
PO000834,SUP0022,PRD0027,2711.0,0.0,1574.98,,USD,1.0,2022-07-19,2022-09-14,,Open,DAP,Yokohama,14120.07,Robert Kleinman,Rejected,,2026-06-24 00:14:16.766567,,57.0,,0.0
PO000835,SUP0037,PRD0023,3875.0,0.0,94.81,,USD,0.9324,,2022-06-27,,Cancelled,FOB,Yokohama,14234.85,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000836,SUP0039,PRD0003,3909.0,3909.0,1694.57,6624074.13,SEK,1.2064,2024-07-12,2024-08-16,2024-08-28,Fully Received,FCA,Rotterdam,,James Chen,Approved,,2026-06-24 00:14:16.766567,47.0,35.0,1.0,1.0
